,address,rssi,uuid
0,78:ad:60:22:db:17,-98,
1,67:dc:7d:f6:d8:7d,-71,
2,1a:f2:25:ac:66:d4,-71,
3,00:a0:50:52:e3:df,-82,
4,4a:43:27:fb:c6:57,-91,
5,52:e0:20:e4:31:60,-80,
6,5f:a8:a1:b4:fb:05,-86,
7,49:95:78:47:2c:99,-67,
8,4b:e5:c7:d9:fa:64,-77,
9,75:90:84:2d:96:7f,-94,
10,63:38:5a:9e:15:b8,-87,
11,6a:57:23:e9:d0:e7,-90,
12,6e:4d:9c:38:4b:75,-95,
13,6c:21:c7:0b:33:23,-90,
14,3d:13:62:fa:b8:7e,-83,0000fd6f-0000-1000-8000-00805f9b34fb
15,4f:89:52:f4:74:4d,-98,
16,d6:19:90:7a:13:75,-96,
17,55:65:05:85:1c:c9,-85,
18,70:20:a4:d3:1e:6c,-85,
19,11:73:48:6b:44:f1,-94,0000fd6f-0000-1000-8000-00805f9b34fb
20,19:d6:52:17:06:57,-100,
21,73:33:33:5d:b1:8e,-78,
22,5b:32:39:d1:e5:ba,-89,
23,26:b2:11:d4:c9:d7,-94,
24,71:97:96:62:8c:41,-89,
25,df:a2:f7:d4:d0:53,-100,
26,d5:b2:b7:73:a4:15,-96,
27,1f:a6:86:ed:a5:6b,-91,
28,0c:b2:b7:73:a4:15,-101,
29,cf:6b:1c:14:58:1f,-94,
30,07:3a:84:fa:7c:95,-94,0000fd6f-0000-1000-8000-00805f9b34fb
