,address,rssi,uuid
0,28:ed:e0:d2:49:fa,-83,
1,54:87:92:8f:7b:6a,-84,
2,1f:20:5d:1b:50:f0,-88,0000fd6f-0000-1000-8000-00805f9b34fb
3,00:a0:50:52:e3:df,-69,
4,62:d9:8a:e0:d9:11,-90,
5,68:1b:45:90:42:0d,-61,
6,5f:4b:75:95:8e:ad,-91,
7,78:2a:91:bc:b7:d8,-97,
8,48:4a:4b:c5:8c:88,-91,
9,27:3f:ec:85:05:42,-95,0000fd6f-0000-1000-8000-00805f9b34fb
10,60:9b:dc:ac:e6:64,-94,
11,26:0d:f6:75:91:17,-96,0000fd6f-0000-1000-8000-00805f9b34fb
12,5c:16:a4:4a:12:6f,-90,
13,0f:b8:bc:1b:85:af,-88,0000fd6f-0000-1000-8000-00805f9b34fb
14,59:74:c0:bb:58:ad,-95,
15,4d:e5:19:25:ec:65,-95,
16,5b:69:6c:2c:d2:03,-95,
17,5e:ac:01:4d:af:0f,-97,
18,3a:43:62:0f:0b:35,-94,0000fd6f-0000-1000-8000-00805f9b34fb
19,da:3b:16:ed:f9:c0,-86,
